Start,Finish,Distance (mi),Flights Climbed (count),Steps (count)
07-Apr-2015 03:00,07-Apr-2015 04:00,0.0,0.0,0.0
07-Apr-2015 04:00,07-Apr-2015 05:00,0.0,0.0,0.0
07-Apr-2015 05:00,07-Apr-2015 06:00,0.0,0.0,0.0
07-Apr-2015 06:00,07-Apr-2015 07:00,0.0,0.0,0.0
07-Apr-2015 07:00,07-Apr-2015 08:00,0.0,0.0,0.0
07-Apr-2015 08:00,07-Apr-2015 09:00,0.0,0.0,0.0
07-Apr-2015 09:00,07-Apr-2015 10:00,1.52036653289078,0.0,3218.0
07-Apr-2015 10:00,07-Apr-2015 11:00,0.396350761593782,1.0,808.0
07-Apr-2015 11:00,07-Apr-2015 12:00,0.14961180103554,0.0,316.0
07-Apr-2015 12:00,07-Apr-2015 13:00,0.303997133009282,0.0,641.0
07-Apr-2015 13:00,07-Apr-2015 14:00,0.684420451414408,2.0,1420.87211558048
07-Apr-2015 14:00,07-Apr-2015 15:00,0.839866508288892,2.0,1757.12788441952
07-Apr-2015 15:00,07-Apr-2015 16:00,0.0297654656115998,0.0,71.0
07-Apr-2015 16:00,07-Apr-2015 17:00,0.0684905697365963,0.0,149.0
07-Apr-2015 17:00,07-Apr-2015 18:00,0.423243411551193,0.0,860.0
07-Apr-2015 18:00,07-Apr-2015 19:00,1.72405224418119,2.0,3643.0
07-Apr-2015 19:00,07-Apr-2015 20:00,1.18136332475993,3.0,2522.0
07-Apr-2015 20:00,07-Apr-2015 21:00,0.0,0.0,0.0
07-Apr-2015 21:00,07-Apr-2015 22:00,0.0,0.0,0.0
07-Apr-2015 22:00,07-Apr-2015 23:00,0.0,0.0,0.0
07-Apr-2015 23:00,08-Apr-2015 00:00,0.0,0.0,0.0
08-Apr-2015 00:00,08-Apr-2015 01:00,0.0,0.0,0.0
08-Apr-2015 01:00,08-Apr-2015 02:00,0.0,0.0,0.0
08-Apr-2015 02:00,08-Apr-2015 03:00,0.0,0.0,0.0
08-Apr-2015 03:00,08-Apr-2015 04:00,0.0,0.0,0.0
08-Apr-2015 04:00,08-Apr-2015 05:00,0.0,0.0,0.0
08-Apr-2015 05:00,08-Apr-2015 06:00,0.0,0.0,0.0
08-Apr-2015 06:00,08-Apr-2015 07:00,0.0,0.0,0.0
08-Apr-2015 07:00,08-Apr-2015 08:00,0.0,0.0,0.0
08-Apr-2015 08:00,08-Apr-2015 09:00,0.012242110911767,0.0,29.0
08-Apr-2015 09:00,08-Apr-2015 10:00,2.07003742046825,3.0,4352.0
08-Apr-2015 10:00,08-Apr-2015 11:00,0.0100081983593372,0.0,23.0
08-Apr-2015 11:00,08-Apr-2015 12:00,0.158267460009699,1.0,350.0
08-Apr-2015 12:00,08-Apr-2015 13:00,0.374251041068243,0.0,822.0
08-Apr-2015 13:00,08-Apr-2015 14:00,0.279442231571391,3.0,601.0
08-Apr-2015 14:00,08-Apr-2015 15:00,0.0626070778529994,0.0,134.0
08-Apr-2015 15:00,08-Apr-2015 16:00,0.174832846780815,0.0,384.0
08-Apr-2015 16:00,08-Apr-2015 17:00,0.05880747260563,0.0,135.0
08-Apr-2015 17:00,08-Apr-2015 18:00,0.0329122759416338,0.0,70.0
08-Apr-2015 18:00,08-Apr-2015 19:00,0.423723795030598,0.0,879.0
08-Apr-2015 19:00,08-Apr-2015 20:00,0.7821525910701,1.0,1646.0
08-Apr-2015 20:00,08-Apr-2015 21:00,0.0458716198323771,0.0,113.0
08-Apr-2015 21:00,08-Apr-2015 22:00,0.00726031784287876,0.0,16.0
08-Apr-2015 22:00,08-Apr-2015 23:00,0.0,0.0,0.0
08-Apr-2015 23:00,09-Apr-2015 00:00,0.0,0.0,0.0
09-Apr-2015 00:00,09-Apr-2015 01:00,0.0,0.0,0.0
09-Apr-2015 01:00,09-Apr-2015 02:00,0.0,0.0,0.0
09-Apr-2015 02:00,09-Apr-2015 03:00,0.0,0.0,0.0
09-Apr-2015 03:00,09-Apr-2015 04:00,0.0,0.0,0.0
09-Apr-2015 04:00,09-Apr-2015 05:00,0.0,0.0,0.0
09-Apr-2015 05:00,09-Apr-2015 06:00,0.0,0.0,0.0
09-Apr-2015 06:00,09-Apr-2015 07:00,0.0,0.0,0.0
09-Apr-2015 07:00,09-Apr-2015 08:00,0.0,0.0,0.0
09-Apr-2015 08:00,09-Apr-2015 09:00,0.0,0.0,0.0
09-Apr-2015 09:00,09-Apr-2015 10:00,1.55406412448704,0.0,3170.0
09-Apr-2015 10:00,09-Apr-2015 11:00,0.383110532139557,2.0,803.0
09-Apr-2015 11:00,09-Apr-2015 12:00,0.0563634312021435,0.0,125.0
09-Apr-2015 12:00,09-Apr-2015 13:00,0.0809336152940364,0.0,178.0
09-Apr-2015 13:00,09-Apr-2015 14:00,0.595156716412611,1.0,1185.0
09-Apr-2015 14:00,09-Apr-2015 15:00,0.78394530250221,2.0,1678.0
09-Apr-2015 15:00,09-Apr-2015 16:00,0.0822665160981207,0.0,183.0
09-Apr-2015 16:00,09-Apr-2015 17:00,0.386607552707977,1.0,795.0
09-Apr-2015 17:00,09-Apr-2015 18:00,0.0275578123757294,0.0,60.0
09-Apr-2015 18:00,09-Apr-2015 19:00,0.0400660144754608,0.0,92.0
09-Apr-2015 19:00,09-Apr-2015 20:00,0.88944301470977,6.0,1855.0
09-Apr-2015 20:00,09-Apr-2015 21:00,0.0171866440408958,0.0,39.0
09-Apr-2015 21:00,09-Apr-2015 22:00,0.0,0.0,0.0
09-Apr-2015 22:00,09-Apr-2015 23:00,0.0,0.0,0.0
09-Apr-2015 23:00,10-Apr-2015 00:00,0.0,0.0,0.0
10-Apr-2015 00:00,10-Apr-2015 01:00,0.0,0.0,0.0
10-Apr-2015 01:00,10-Apr-2015 02:00,0.0,0.0,0.0
10-Apr-2015 02:00,10-Apr-2015 03:00,0.0,0.0,0.0
10-Apr-2015 03:00,10-Apr-2015 04:00,0.0,0.0,0.0
10-Apr-2015 04:00,10-Apr-2015 05:00,0.0,0.0,0.0
10-Apr-2015 05:00,10-Apr-2015 06:00,0.0,0.0,0.0
10-Apr-2015 06:00,10-Apr-2015 07:00,0.0,0.0,0.0
10-Apr-2015 07:00,10-Apr-2015 08:00,0.0,0.0,0.0
10-Apr-2015 08:00,10-Apr-2015 09:00,0.654563343576984,1.0,1305.29190539364
10-Apr-2015 09:00,10-Apr-2015 10:00,0.61720571672621,5.0,1256.70809460636
10-Apr-2015 10:00,10-Apr-2015 11:00,0.054122747098807,0.0,115.0
10-Apr-2015 11:00,10-Apr-2015 12:00,0.0107178770999423,0.0,25.0
10-Apr-2015 12:00,10-Apr-2015 13:00,0.55131709812468,0.0,1136.0
10-Apr-2015 13:00,10-Apr-2015 14:00,0.689303336705292,1.0,1401.91212932126
10-Apr-2015 14:00,10-Apr-2015 15:00,0.716040384480218,2.0,1427.08787067874
10-Apr-2015 15:00,10-Apr-2015 16:00,0.0253021874988274,0.0,58.0
10-Apr-2015 16:00,10-Apr-2015 17:00,0.182277369028247,0.0,407.0
10-Apr-2015 17:00,10-Apr-2015 18:00,0.186280628259821,0.0,406.0
10-Apr-2015 18:00,10-Apr-2015 19:00,0.870891816266877,1.0,1820.0
10-Apr-2015 19:00,10-Apr-2015 20:00,1.50262183645966,0.0,3170.0
10-Apr-2015 20:00,10-Apr-2015 21:00,0.0,0.0,0.0
10-Apr-2015 21:00,10-Apr-2015 22:00,0.0395783209743731,0.0,95.0
10-Apr-2015 22:00,10-Apr-2015 23:00,0.0181785469390293,0.0,45.0
10-Apr-2015 23:00,11-Apr-2015 00:00,0.073921653298149,0.0,157.0
11-Apr-2015 00:00,11-Apr-2015 01:00,0.0,0.0,0.0
11-Apr-2015 01:00,11-Apr-2015 02:00,0.0,0.0,0.0
11-Apr-2015 02:00,11-Apr-2015 03:00,0.0,0.0,0.0
11-Apr-2015 03:00,11-Apr-2015 04:00,0.0,0.0,0.0
11-Apr-2015 04:00,11-Apr-2015 05:00,0.0,0.0,0.0
11-Apr-2015 05:00,11-Apr-2015 06:00,0.0,0.0,0.0
11-Apr-2015 06:00,11-Apr-2015 07:00,0.0,0.0,0.0
11-Apr-2015 07:00,11-Apr-2015 08:00,0.0,0.0,0.0
11-Apr-2015 08:00,11-Apr-2015 09:00,0.0,0.0,0.0
11-Apr-2015 09:00,11-Apr-2015 10:00,0.00330497375068327,0.0,7.0
11-Apr-2015 10:00,11-Apr-2015 11:00,0.333684670347776,0.0,678.0
11-Apr-2015 11:00,11-Apr-2015 12:00,0.95360050493365,0.0,1993.0
11-Apr-2015 12:00,11-Apr-2015 13:00,0.615145456518407,0.0,1314.82146008422
11-Apr-2015 13:00,11-Apr-2015 14:00,0.903301514624796,0.0,1849.17853991578
11-Apr-2015 14:00,11-Apr-2015 15:00,0.345999094934062,0.0,761.0
11-Apr-2015 15:00,11-Apr-2015 16:00,1.18060350435593,3.0,2238.0
11-Apr-2015 16:00,11-Apr-2015 17:00,0.321205556703299,0.0,745.0
11-Apr-2015 17:00,11-Apr-2015 18:00,0.00608971197786007,0.0,14.0
11-Apr-2015 18:00,11-Apr-2015 19:00,1.15303741229681,0.0,2478.0
11-Apr-2015 19:00,11-Apr-2015 20:00,1.00952719796536,2.0,2197.0
11-Apr-2015 20:00,11-Apr-2015 21:00,0.0211683921325495,0.0,49.0
11-Apr-2015 21:00,11-Apr-2015 22:00,0.0413286339281564,0.0,101.0
